isogroup	scaffold	start	end	annotation	lg	cM
isogroup=13091	c1480326	218585	218138	Galactose-1-phosphate uridylyltransferase ; interleukin 11 receptor alpha E=7e-47	14	1414.614
isogroup=334.1	c2025353	134365	133542	NA	10	969.845
isogroup=13097	c419338	265852	266492	NA	5	504.816
isogroup=13094	c2396761	438098	438879	Predicted ubiquitin regulatory protein, contains UAS and UBX domains	6	628.618
isogroup=13098	c1730470	19306	19594	NA	9	913.122
isogroup=13099	c1210516	295103	294218	NA	1	83.982
isogroup=40021	c569588	149924	150270	NA	8	794.331
isogroup=40027	c1506025	160658	160297	Nucleolar GTPase/ATPase p130	6	588.09
isogroup=40026	c1674687	48900	48660	NA	7	680.29
isogroup=40028	c1657122	128796	128569	Histone acetyltransferase (MYST family) ; histone acetyltransferase MYST4 [EC:2.3.1.48] E=2e-28	2	175.055
isogroup=34883	c1796893	272246	271808	NA	9	823.105
isogroup=34881	c1443265	49177	49493	NA	7	678.516
isogroup=44917	c961492	52882	53191	NA	10	966.216
isogroup=44916	c1382470	26836	27147	NA	2	177.219
isogroup=36953	c2379886	610891	610482	FOG: Reverse transcriptase	3	278.121
isogroup=36951	c1081122	121101	121507	NA	2	149.786
isogroup=13328	c1312508	16837	17672	F-box protein containing LRR	2	188.226
isogroup=13324	c2328114	96419	97185	NA	1	10.847
isogroup=13326	c1951106	139826	140584	NA	1	20.068
isogroup=36959	c1345881	132025	131631	NA	3	294.939
isogroup=13320	c495563	513442	511958	NA	10	919.45
isogroup=13321	c2107713	351701	353200	NA	3	229.793
isogroup=13322	c1787398	37600	38801	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily) ; abhydrolase domain-containing protein 6 [EC:3.1.1.23] E=2e-06	6	566.325
isogroup=13323	c1178748	262598	262227	FOG: Immunoglobulin C-2 Type/fibronectin type III domains	7	657.134
isogroup=5651	c2493125	135195	134305	Trypsin ; trypsin [EC:3.4.21.4] E=1e-69	2	206.825
isogroup=35769	c1774267	208428	208182	NA	6	592.92
isogroup=1511	c1681168	150692	151414	Tomosyn and related SNARE-interacting proteins ; lethal giant larvae E=4e-54	11	1058.021
isogroup=44227	c2111098	191740	191505	NA	2	181.019
isogroup=44226	c1572152	189134	188823	NA	13	1269.51
isogroup=25005	c212034	341249	342056	NA	7	715.024
isogroup=41371	c2338525	406052	405785	NA	7	654.483
isogroup=41372	c1076932	272281	271935	NA	10	937.741
isogroup=41374	c1276264	102696	103024	NA	1	67.918
isogroup=1107	c1163491	148918	149593	Annexin	13	1278.691
isogroup=1104	c1399127	114545	116067	NA	6	562.174
isogroup=41377	c1145493	92291	92637	NA	6	576.06
isogroup=1108	c1247922	75629	75904	Protein phosphatase 1, regulatory subunit, and related proteins ; internalin A E=1e-07	9	907.656
isogroup=18050	c569588	119311	120510	FOG: 7 transmembrane receptor ; tachykinin-like receptor E=2e-31	8	794.331
isogroup=22700	c1081312	181806	182797	NA	14	1354.41
isogroup=22701	c1787398	374457	374865	NA	6	556.38
isogroup=22706	c388397	153343	152381	NA	5	490.143
isogroup=42543	c2142229	69185	69518	FOG: Reverse transcriptase	7	667.098
isogroup=42540	c539116	44218	44007	NA	1	27.442
isogroup=42541	c1276390	259232	259000	NA	3	319.529
isogroup=42547	c1443265	217684	217352	NA	7	678.516
isogroup=42545	c2412538	492181	491848	NA	6	616.553
isogroup=12055	c1938765	59340	59114	Meprin A metalloprotease ; meprin A, beta [EC:3.4.24.18] E=1e-104	5	480.252
isogroup=42548	c90755	225835	225503	NA	4	357.027
isogroup=42549	c591113	91646	91313	NA	6	537.267
isogroup=12051	c2025353	61063	62475	NA	10	967.98
isogroup=12050	c2375242	272983	272452	RNA-binding protein RBM8/Tsunagi (RRM superfamily) ; RNA-binding protein 8A E=5e-104	1	41.153
isogroup=12053	c1258905	59190	57584	NA	9	820.212
isogroup=12052	c2477599	210735	211591	Molecular co-chaperone STI1	8	791.199
isogroup=44263	c1408566	118457	118719	NA	12	1176.453
isogroup=44262	c2258321	94790	94965	NA	5	528.68
isogroup=18016	c1067544	252087	253000	NA	14	1422.0
isogroup=44267	c2117263	50878	50580	NA	5	470.149
isogroup=18019	c1903291	152884	153043	Translation initiation factor 2B, beta subunit (eIF-2Bbeta/GCD7) ; translation initiation factor eIF-2B subunit delta E=7e-09	14	1341.024
isogroup=41081	c772136	244648	244907	NA	4	326.751
isogroup=41084	c1506025	592112	591804	FOG: Reverse transcriptase	6	588.09
isogroup=41085	c998407	52502	52711	Cubilin, multiligand receptor mediating cobalamin absorption ; cubilin E=2e-46	14	1383.648
isogroup=33828	c1639439	107189	107485	NA	11	1056.67
isogroup=45793	c539116	25524	25828	NA	1	27.442
isogroup=33826	c767558	64675	64230	NA	12	1168.08
isogroup=45796	c1487044	309013	308750	NA	12	1144.103
isogroup=45797	c1166066	320570	320266	NA	13	1318.559
isogroup=25000	c1790586	46024	46821	FOG: 7 transmembrane receptor ; trace amine associated receptor E=3e-22	11	1059.305
isogroup=37308	c455742	103582	103210	NA	4	389.89
isogroup=37309	c1506025	220096	219979	NA	6	588.09
isogroup=37301	c1399127	192127	191731	NA	6	562.174
isogroup=37302	c1967874	64813	65115	NA	2	120.531
isogroup=37305	c2433253	278847	279248	NA	13	1243.39
isogroup=37306	c917489	98831	98431	Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=1e-89	4	371.578
isogroup=31465	c1938765	287586	287065	NACHT, LRR and PYD domains-containing protein 1 E=2e-57	5	480.252
isogroup=31464	c49388	271594	271930	NA	3	265.776
isogroup=31462	c2396761	17636	17147	NA	6	631.375
isogroup=31461	c1966303	34742	34434	NA	3	274.37
isogroup=31460	c1098852	234797	235295	NA	14	1382.866
isogroup=5658	c2381614	180774	179371	Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis ; isovaleryl-CoA dehydrogenase [EC:1.3.99.10] E=1e-05	7	636.245
isogroup=2459	c518579	332333	334500	arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1] E=3e-110	4	328.243
isogroup=2458	c2025353	25455	22520	Poly(A)-specific exoribonuclease PARN ; poly(A)-specific ribonuclease [EC:3.1.13.4] E=4e-25	10	967.98
isogroup=2454	c302315	129677	129084	NA	10	1007.462
isogroup=2456	c1681116	46022	44682	Tumor necrosis factor-alpha-converting enzyme (TACE/ADAM17) and related metalloproteases ; disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81] E=9e-54	2	150.955
isogroup=2451	c49388	308096	307137	Triglyceride lipase-cholesterol esterase ; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13] E=8e-132	3	265.776
isogroup=2450	c1274056	31381	27826	Predicted E3 ubiquitin ligase	13	1324.019
isogroup=2453	c539116	48112	49197	Cl- channel CLC-7 and related proteins (CLC superfamily) ; chloride channel 7 E=2e-158	1	27.442
isogroup=2452	c1787398	259356	262226	Ca2+ sensor (EF-Hand superfamily) ; recoverin E=9e-05	6	556.38
isogroup=25003	c829944	76394	77172	NA	8	742.444
isogroup=7122	c2295479	4897	3120	NA	13	1281.787
isogroup=45139	c2512412	407667	407358	NA	2	196.868
isogroup=45136	c1391083	132630	132939	FOG: 7 transmembrane receptor ; trace amine associated receptor E=1e-21	14	1422.858
isogroup=45135	c1326140	394979	394670	NA	6	629.734
isogroup=45132	c1487044	246796	247105	NA	12	1144.103
isogroup=45133	c2433253	43988	44263	NA	13	1243.39
isogroup=45131	c166079	274452	274739	NA	7	667.457
isogroup=7121	c495563	295860	296452	Monocarboxylate transporter ; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 10 E=6e-88	10	919.45
isogroup=21242	c1274056	168750	168213	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; Notch E=1e-12	13	1324.019
isogroup=46531	c2038744	308140	307921	Trypsin ; trypsin [EC:3.4.21.4] E=8e-22	1	66.822
isogroup=46530	c1397839	297129	297381	Mitochondrial F1F0-ATP synthase, subunit g/ATP20	8	806.106
isogroup=40566	c767558	43755	43400	NA	12	1160.542
isogroup=40565	c1724786	222121	222474	NA	4	333.818
isogroup=40562	c1397839	191916	191562	NA	8	806.106
isogroup=40561	c1949539	7395	7040	Myotrophin and similar proteins ; 26S proteasome non-ATPase regulatory subunit 10 E=5e-18	1	33.836
isogroup=21241	c1048972	82840	81793	NA	5	458.223
isogroup=27812	c569588	7286	7949	NA	8	794.331
isogroup=27814	c1813332	390877	390633	Collagens (type IV and type XIII), and related proteins ; nucleotide exchange factor SIL1 E=6e-23	6	613.575
isogroup=6222	c382711	1029	1986	NA	11	1079.474
isogroup=6223	c1641973	6147	4315	Predicted protein carboxyl methylase	7	700.482
isogroup=6221	c2312187	248341	247570	tRNA methyltransferase	2	144.795
isogroup=6226	c2216172	652690	653375	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-] E=2e-63	4	377.858
isogroup=6225	c151167	309003	311143	NA	13	1258.191
isogroup=6229	c2160749	668	1235	Triglyceride lipase-cholesterol esterase ; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13] E=5e-177	9	858.854
isogroup=19828	c2396761	476721	476138	C-type lectin ; nucleotide exchange factor SIL1 E=2e-48	6	628.618
isogroup=11208	c1888154	369272	370031	Annexin	13	1318.236
isogroup=19820	c1694843	268828	268215	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; nidogen (entactin) E=5e-19	7	703.245
isogroup=19825	c139381	241914	241351	Nuclear protein Ataxin-7 ; ataxin-7 E=9e-40	12	1119.039
isogroup=19824	c2516308	203991	204680	NA	6	553.903
isogroup=9569	c1271929	81490	80911	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily ; dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [EC:2.7.12.1] E=3e-09	1	59.157
isogroup=9560	c1242315	147498	148230	Membrane protein HUEL (cation efflux superfamily)	5	485.35
isogroup=9564	c1234152	92148	92871	Uncharacterized conserved protein	13	1269.9
isogroup=9565	c753180	248910	249311	Vesicular amine transporter ; MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2 E=4e-64	2	113.012
isogroup=9566	c1271929	109985	108104	NA	1	59.089
isogroup=3278.1	c2240099	138644	140287	NA	9	831.557
isogroup=26186	c2025353	349758	349040	NA	10	958.092
isogroup=12443	c1727753	400706	400258	Thyroid hormone receptor-associated protein complex, subunit TRAP230	7	685.074
isogroup=29030	c2326104	22062	21454	NA	1	51.87
isogroup=20892	c1364642	15467	16408	NA	3	264.566
isogroup=20893	c1350740	177770	176705	NA	3	243.328
isogroup=20894	c2477173	213802	214871	NA	6	576.839
isogroup=20895	c1086178	50619	51016	NA	11	1090.442
isogroup=20897	c909479	14874	15897	Uncharacterized conserved protein	8	758.046
isogroup=20898	c1967874	395666	395254	cytochrome b-245, alpha polypeptide E=8e-103	2	114.196
isogroup=12444	c2289075	432341	431715	Predicted hydrolase ; abhydrolase domain-containing protein 11 E=9e-06	3	241.914
isogroup=24399	c967499	60374	59593	Predicted histone tail methylase containing SET domain	14	1335.291
isogroup=24397	c2192102	235825	234972	NA	4	335.183
isogroup=24395	c1621631	75023	75886	NA	2	193.577
isogroup=24394	c738100	209	837	NA	6	553.174
isogroup=24393	c1889019	16702	16474	NA	8	779.377
isogroup=24391	c2496625	283541	283832	LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=1e-43	7	637.882
isogroup=24390	c206289	52385	52989	Hydroxysteroid 17-beta dehydrogenase 11 ; dehydrogenase/reductase SDR family member 3 [EC:1.1.-.-] E=1e-20	9	830.635
isogroup=11700	c2098330	169473	168155	NA	12	1182.151
isogroup=7179	c49388	292983	291829	Triglyceride lipase-cholesterol esterase ; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13] E=6e-155	3	265.776
isogroup=7178	c1081122	83394	84588	NA	2	151.544
isogroup=11701	c2080678	219932	221095	Acetyltransferase, (GNAT) family	10	970.76
isogroup=7174	c1611709	34028	35455	NA	1	78.803
isogroup=7177	c1806217	147191	147867	Predicted sugar transporter ; glycoside/pentoside/hexuronide:cation symporter, GPH family E=1e-53	5	488.026
isogroup=7176	c917489	400444	400032	Chaperonin complex component, TCP-1 gamma subunit (CCT3) ; T-complex protein 1 subunit gamma E=7e-59	3	266.95
isogroup=7171	c151167	92765	93450	Collagens (type IV and type XIII), and related proteins	13	1256.923
isogroup=7170	c1901282	5861	4506	C-5 cytosine-specific DNA methylase ; DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] E=9e-31	6	613.444
isogroup=7173	c2098330	10629	9726	Predicted hydrolase involved in interstrand cross-link repair ; DNA cross-link repair 1C protein [EC:3.1.-.-] E=9e-117	12	1182.151
isogroup=7172	c2028425	434296	436505	E3 ubiquitin ligase ; autocrine motility factor receptor [EC:6.3.2.19] E=1e-130	2	136.261
isogroup=25984	c1879802	479870	480511	Transcription factor EMX1 and related HOX domain proteins ; homeobox protein GSH E=6e-37	2	136.79
isogroup=5118	c1384218	172698	174854	arginine vasopressin receptor 2 E=9e-07	7	672.182
isogroup=38457	c1004953	45348	45596	NA	8	736.304
isogroup=22943	c2326104	779522	779081	NA	1	54.094
isogroup=22944	c622226	149254	150225	NA	6	575.594
isogroup=22945	c1411463	35530	34673	Drebrins and related actin binding proteins	10	969.495
isogroup=22948	c1874708	225931	225570	NA	6	553.867
isogroup=22949	c2332623	50443	51371	NA	5	465.046
isogroup=11354	c2028425	68042	69729	NA	2	136.261
isogroup=21761	c1266910	70163	70903	NA	5	464.077
isogroup=21760	c1253424	379209	379812	NA	6	580.714
isogroup=21762	c1504605	340864	341538	NA	2	127.102
isogroup=21766	c1814581	87784	88415	GTPase Rab2, small G protein superfamily ; Rab family, other E=2e-88	10	924.639
isogroup=29577	c1321846	1010545	1011127	Voltage-gated shaker-like K+ channel KCNA ; potassium voltage-gated channel Shaker-related subfamily A, invertebrate E=1e-23	8	808.373
isogroup=29572	c2098330	9272	9101	DNA cross-link repair 1C protein [EC:3.1.-.-] E=2e-12	12	1182.151
isogroup=29573	c2013605	151509	150979	Neurochondrin/leucine-rich protein (Neurochondrin)	9	836.291
isogroup=22498	c2321558	355500	356517	Transcription factor containing C2HC type Zn finger ; histone acetyltransferase MYST2 [EC:2.3.1.48] E=9e-06	3	240.852
isogroup=25449	c1855353	123085	123810	NA	14	1403.709
isogroup=22493	c1145522	40015	40914	NA	5	512.576
isogroup=22491	c2338525	170234	170899	Molybdenum cofactor biosynthesis pathway protein ; molybdenum cofactor biosynthesis protein C E=1e-75	7	654.483
isogroup=25440	c2192102	465619	466385	NA	4	335.183
isogroup=22497	c1479481	88746	89723	NA	4	415.579
isogroup=22494	c1345881	97313	96320	NA	3	294.939
isogroup=22495	c1804020	151966	152965	FOG: 7 transmembrane receptor ; histamine receptor H2 E=5e-08	1	7.335
isogroup=34146	c1079751	47722	47267	NA	5	509.867
isogroup=34140	c967499	203177	202721	NA	14	1335.291
isogroup=21222	c1400461	63161	64202	NA	11	1038.521
isogroup=34148	c2433955	157942	157487	NA	11	1112.481
isogroup=7249	c196579	30392	29557	Members of chemokine-like factor super family and related proteins	6	571.954
isogroup=36426	c1901282	95881	96295	NA	6	615.274
isogroup=14846	c16586	128130	127330	E3 ubiquitin ligase interacting with arginine methyltransferase	10	969.694
isogroup=24543	c1397839	509903	510090	NA	8	801.754
isogroup=24540	c1796893	189634	189356	Galactoside-binding lectin	9	823.105
isogroup=22238	c2438805	118521	118287	Actin-binding cytoskeleton protein, filamin ; filamin E=1e-27	12	1133.26
isogroup=22239	c1753590	192377	191363	NA	3	256.781
isogroup=22236	c1415310	299609	298864	NADPH oxidase 	2	144.324
isogroup=22237	c2466102	117002	115993	NA	4	384.172
isogroup=22234	c1942449	23231	22218	Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 2/3 E=3e-08	7	696.088
isogroup=23729	c569588	9181	8277	NA	8	794.331
isogroup=21799	c2216172	94230	93693	Actin and related proteins ; actin, alpha cardiac muscle E=2e-43	4	377.858
isogroup=23727	c2076564	270768	270177	NA	2	163.635
isogroup=19008	c1398802	97236	98370	Signal transduction protein Enabled, contains WH1 domain ; sprouty E=4e-48	5	479.902
isogroup=15792	c2039658	121657	121094	NA	2	150.128
isogroup=19003	c206289	9016	7866	Galactosyltransferases ; beta-1,3-galactosyltransferase 1 [EC:2.4.1.-] E=4e-61	9	821.367
isogroup=19002	c1813332	195217	195587	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3 ; haloalkane dehalogenase [EC:3.8.1.5] E=2e-12	6	615.465
isogroup=19001	c851443	132202	131067	NA	2	129.996
isogroup=19007	c2396761	282940	283432	NA	6	633.974
isogroup=19005	c2512412	734176	733765	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	2	210.965
isogroup=333.2	c1381596	39922	39016	NA	13	1263.736
isogroup=333.1	c1381596	39922	39018	NA	13	1263.736
isogroup=26800	c2289075	361194	361663	NA	3	241.914
isogroup=26803	c2045768	220327	219620	NA	7	672.027
isogroup=25499	c1960666	199567	199264	NA	11	1072.371
isogroup=26807	c772136	280292	280816	NA	4	326.751
isogroup=26809	c1186705	336514	335794	NA	12	1166.137
isogroup=26808	c1529150	243733	243287	aminobenzoyl-glutamate utilization protein B E=2e-06	10	999.545
isogroup=16243	c2165933	178694	179595	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations ; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=2e-107	11	1071.962
isogroup=667	c1674687	269295	266230	Amino acid transporters ; solute carrier family 12 (sodium/potassium/chloride transporter), member 2 E=5e-166	7	680.29
isogroup=665	c2445836	71699	73765	Sorbin and SH3 domain-containing protein ; E3 ubiquitin-protein ligase SH3RF1 [EC:6.3.2.19] E=7e-16	6	619.19
isogroup=664	c2186193	341129	341812	Alpha-macroglobulin ; complement component 4 E=2e-167	1	99.95
isogroup=661	c1814581	60468	60867	NA	10	924.639
isogroup=660	c1808549	185549	184259	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily ; calcium-sensing receptor E=2e-151	1	103.795
isogroup=669	c917489	233277	232687	Vesicle coat protein clathrin, heavy chain	4	375.365
isogroup=7089	c2373953	271028	270027	Rhomboid family proteins	13	1325.506
isogroup=14209	c2216172	775225	774765	FOG: 7 transmembrane receptor	4	377.858
isogroup=14200	c1398802	76226	77659	FOG: Armadillo/beta-catenin-like repeats	5	479.902
isogroup=14206	c1790586	330602	332034	NA	11	1060.868
isogroup=14205	c1932090	563635	562663	NA	8	734.105
isogroup=5016	c212034	321072	322607	FOG: Toll/interleukin receptor and related proteins containing LRR and TIR repeats ; myeloid differentiation primary response protein MyD88 E=8e-106	7	715.024
isogroup=10189	c2493125	219404	217667	NA	2	206.825
isogroup=10184	c767558	42579	41208	NA	12	1160.542
isogroup=10186	c2496625	12373	10574	NA	7	637.882
isogroup=10181	c1244560	293179	292556	UDP-glucuronosyl and UDP-glucosyl transferase ; glucuronosyltransferase [EC:2.4.1.17] E=2e-108	1	79.697
isogroup=10180	c27769	74090	73434	Protein phosphatase 1, regulatory subunit, and related proteins ; mitogen-activated protein kinase organizer 1 E=8e-62	4	376.143
isogroup=10183	c1803350	321404	322480	ATPase of the AAA+ superfamily	1	35.667
isogroup=18751	c1938765	219299	218662	Transthyretin and related proteins	5	480.252
isogroup=18754	c2515247	59705	60405	Actin and related proteins ; actin beta/gamma 1 E=1e-126	11	1041.305
isogroup=18755	c537298	73011	71849	NA	4	357.832
isogroup=18756	c2097345	129353	130227	NA	13	1306.547
isogroup=18757	c1703633	110386	109227	NA	7	669.013
